rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
399,SharedPlans: A Model of Collaborative Plans and Intentions,Grosz & Kraus,1996,AIJ 86(2),candidate,anchor,Classical MAS and Game-Theoretic Foundations,curated-400,0,1.0,,,,,,unresolved,unavailable
400,FIPA ACL Message Structure Specification,FIPA,2002,FIPA SC00061,candidate,anchor,Classical MAS and Game-Theoretic Foundations,curated-400,0,1.0,,,,,,unresolved,unavailable
401,A Hybrid Multi-Agent Conversational Recommender System with LLM and Search Engine in E-commerce,"Guangtao Nie, Rong Zhi, Xiaofan Yan et al",2024,https://doi.org/10.1145/3640457.3688061,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:collaboration;openalex:llm-mas,11,0.92,https://doi.org/10.1145/3640457.3688061,,,,,unresolved,unavailable
402,Agentic AI Project Manager: Multi-Agent Orchestration with Local LLMs,Aryan Kamble,2026,https://doi.org/10.5281/zenodo.18786200,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:orchestration,0,0.92,https://openalex.org/W7131706351,,,,,unresolved,unavailable
403,LLM Agents for Smart City Management: Enhancing Decision Support Through Multi-Agent AI Systems,"Anna Kalyuzhnaya, Sergey Mityagin, Elizaveta Lutsenko et al",2025,https://doi.org/10.3390/smartcities8010019,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,33,0.92,https://doi.org/10.3390/smartcities8010019,,,,,unresolved,unavailable
406,Automating Thematic Analysis with Multi-Agent LLM Systems,"Sreecharan Sankaranarayanan, Conrad Borchers, Sebastian Simon et al",2025,https://doi.org/10.35542/osf.io/kq8zh_v1,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,1,0.92,https://doi.org/10.35542/osf.io/kq8zh_v1,,,,,unresolved,unavailable
407,LLM-Powered Multi-Agent Systems: A Technical Framework for Collaborative Intelligence Through Optimized Knowledge Retrieval and Communication,Vineeth Gogineni,2025,https://doi.org/10.1109/airc64931.2025.11077480,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:frameworks,1,0.92,https://doi.org/10.1109/airc64931.2025.11077480,,,,,unresolved,unavailable
410,AutoHMA-LLM: Efficient Task Coordination and Execution in Heterogeneous Multi-Agent Systems Using Hybrid Large Language Models,"Tingting Yang, Ping Feng, Qixin Guo et al",2025,https://doi.org/10.1109/tccn.2025.3528892,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:collaboration;openalex:llm-mas;openalex:robot-collaboration,24,0.92,https://doi.org/10.1109/tccn.2025.3528892,,,,,unresolved,unavailable
411,Metaopenfoam: An Llm-Based Multi-Agent Framework for Cfd,"Yuxuan Chen, Xu Zhu, Hua Zhou et al",2024,https://doi.org/10.2139/ssrn.4921381,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:collaboration;openalex:frameworks,14,0.92,https://doi.org/10.2139/ssrn.4921381,,,,,unresolved,unavailable
413,Understanding the Information Propagation Effects of Communication Topologies in LLM-based Multi-Agent Systems,"Xu Shen, Yixin Liu, Yiwei Dai et al",2025,https://doi.org/10.18653/v1/2025.emnlp-main.623,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas;openalex:topology,4,0.92,https://doi.org/10.18653/v1/2025.emnlp-main.623,,,,,unresolved,unavailable
414,Thematic-LM: A LLM-based Multi-agent System for Large-scale Thematic Analysis,"Tingrui Qiao, Caroline Walker, Chris Cunningham et al",2025,https://doi.org/10.1145/3696410.3714595,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,10,0.92,https://doi.org/10.1145/3696410.3714595,,,,,unresolved,unavailable
419,Human-artificial interaction in the age of agentic AI: a system-theoretical approach,"Uwe M. Borghoff, Paolo Bottoni, Remo Pareschi",2025,https://doi.org/10.3389/fhumd.2025.1579166,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:emergent-communication;openalex:human-ai-coordination;openalex:topology,37,0.92,https://doi.org/10.3389/fhumd.2025.1579166,,,,,unresolved,unavailable
421,ProtAgents: protein discovery via large language model multi-agent collaborations combining physics and machine learning,"Alireza Ghafarollahi, Markus J. Buehler",2024,https://doi.org/10.1039/d4dd00013g,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:collaboration,78,0.92,https://doi.org/10.1039/d4dd00013g,,,,,unresolved,unavailable
