rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
807,Adaptive Multi-Agent LLM Systems for Financial Trading: A Framework for Realistic Simulation and Dynamic Prompt Optimization,"Papadakis, Charidimos",2026,https://doi.org/10.26240/heal.ntua.31912,candidate,trend,Scientific and Domain Agents,openalex:finance-agents,0,0.75,https://doi.org/10.26240/heal.ntua.31912,,,,,unresolved,unavailable
808,MEDCO: Medical Education Copilots Based on a Multi-agent Framework,"Hao Wei, Jianing Qiu, Haibao Yu et al",2025,https://doi.org/10.1007/978-3-031-91813-1_8,candidate,trend,Scientific and Domain Agents,openalex:collaboration;openalex:medical-agents,10,0.92,https://doi.org/10.1007/978-3-031-91813-1_8,,,,,unresolved,unavailable
809,Development of an Easy-to-Use Multi-Agent Platform for Teaching Mobile Robotics,"Gonzalo Farias, Ernesto Fabregas, Emmanuel Peralta et al",2019,https://doi.org/10.1109/access.2019.2913916,candidate,bridge,Scientific and Domain Agents,openalex:software-agents,36,0.92,https://doi.org/10.1109/access.2019.2913916,,,,,unresolved,unavailable
810,"Influence of next-generation artificial intelligence on headache research, diagnosis and treatment: the junior editorial board members’ vision – part 2","Igor Petrušić, Chia-Chun Chiang, David Garcia-Azorin et al",2025,https://doi.org/10.1186/s10194-024-01944-7,candidate,trend,Scientific and Domain Agents,openalex:ai-scientist,27,0.92,https://doi.org/10.1186/s10194-024-01944-7,,,,,unresolved,unavailable
811,Large language model agents can use tools to perform clinical calculations,"Alex J. Goodell, Simon N. Chu, Dara Rouholiman et al",2025,https://doi.org/10.1038/s41746-025-01475-8,candidate,trend,Scientific and Domain Agents,openalex:workflow-generation,24,0.92,https://doi.org/10.1038/s41746-025-01475-8,,,,,unresolved,unavailable
812,Automatic biomarker discovery and enrichment with BRAD,"Joshua Pickard, Ram Prakash, Marc Andrew Choi et al",2025,https://doi.org/10.1093/bioinformatics/btaf159,candidate,trend,Scientific and Domain Agents,openalex:workflow-generation,7,0.92,https://doi.org/10.1093/bioinformatics/btaf159,,,,,unresolved,unavailable
813,An Agentic Framework for Autonomous Metamaterial Modeling and Inverse Design,"Darui Lu, Jordan M. Malof, Willie J. Padilla",2025,https://doi.org/10.1021/acsphotonics.5c01514,candidate,trend,Scientific and Domain Agents,openalex:scientific-agents,5,0.9,https://doi.org/10.1021/acsphotonics.5c01514,,,,,unresolved,unavailable
814,An agentic AI framework for ingestion and standardization of single-cell RNA-seq data analysis,"Nima Nouri, Ronen Artzi, Virginia Savova",2026,https://doi.org/10.1038/s44387-025-00064-0,candidate,trend,Scientific and Domain Agents,openalex:orchestration,4,0.88,https://doi.org/10.1038/s44387-025-00064-0,,,,,unresolved,unavailable
815,MedXpert-CAD: A Multimodal Multi-agentic System for Clinical Imaging Analysis via Model Context Protocol LLM-Driven Agentic Workflows,"Mukhlis Raza, Saied Salem, Afnan Habib et al",2025,https://doi.org/10.1007/978-3-032-06004-4_6,candidate,trend,Scientific and Domain Agents,openalex:llm-mas,2,0.84,https://doi.org/10.1007/978-3-032-06004-4_6,,,,,unresolved,unavailable
822,Evaluating large language model agents for automation of atomic force microscopy,"Indrajeet Mandal, Jitendra Soni, Mohd Zaki et al",2025,https://doi.org/10.1038/s41467-025-64105-7,candidate,trend,"Safety, Security, and Reliability",openalex:agent-benchmarks;openalex:agent-safety,12,0.92,https://doi.org/10.1038/s41467-025-64105-7,,,,,unresolved,unavailable
827,Engineering LLM Powered Multi-Agent Framework for Autonomous CloudOps,"Kannan Parthasarathy, Karthik Vaidhyanathan, Rudra Dhar et al",2025,2025.00031,candidate,trend,"Safety, Security, and Reliability",openalex:cybersecurity;openalex:frameworks,7,0.92,https://doi.org/10.1109/cain66642.2025.00031,,,,,unresolved,unavailable
831,"Towards Effective Offensive Security LLM Agents: Hyperparameter Tuning, LLM as a Judge, and a Lightweight CTF Benchmark","Minghao Shao, Nanda Rani, Kimberly Milner et al",2026,https://doi.org/10.1609/aaai.v40i35.40210,candidate,trend,"Safety, Security, and Reliability",openalex:cybersecurity,1,0.92,https://doi.org/10.1609/aaai.v40i35.40210,,,,,unresolved,unavailable
834,BlockAgents: Towards Byzantine-Robust LLM-Based Multi-Agent Coordination via Blockchain,"Bei Chen, Gaolei Li, Xi Lin et al",2024,https://doi.org/10.1145/3674399.3674445,candidate,core,"Safety, Security, and Reliability",openalex:collaboration;openalex:debate,9,0.92,https://doi.org/10.1145/3674399.3674445,,,,,unresolved,unavailable
835,LLM-Based Framework for Administrative Task Automation in Healthcare,"Senay A. Gebreab, Khaled Salah, Raja Jayaraman et al",2024,https://doi.org/10.1109/isdfs60797.2024.10527275,candidate,core,"Safety, Security, and Reliability",openalex:agent-safety;openalex:medical-agents;openalex:web-agents;openalex:workflow-generation,41,0.92,https://doi.org/10.1109/isdfs60797.2024.10527275,,,,,unresolved,unavailable
