rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
983,"The Rise of Agentic AI: A Review of Definitions, Frameworks, Architectures, Applications, Evaluation Metrics, and Challenges","Ajay Bandi, Bhavani Kongari, Roshini Naguru et al",2025,https://doi.org/10.3390/fi17090404,candidate,survey,Surveys and Taxonomies,openalex:reasoning,51,0.92,https://doi.org/10.3390/fi17090404,,,,,unresolved,unavailable
984,"Trustworthy agentic AI systems: a cross-layer review of architectures, threat models, and governance strategies for real-world deployment","IBRAHIM ADABARA, Bashir Olaniyi Sadiq, Aliyu Nuhu Shuaibu et al",2025,https://doi.org/10.12688/f1000research.169927.1,candidate,survey,Surveys and Taxonomies,openalex:agent-benchmarks,8,0.92,https://doi.org/10.12688/f1000research.169927.1,,,,,unresolved,unavailable
991,Information Gathering in Decentralized POMDPs by Policy Graph Improvement,"Mikko Lauri, Joni Pajarinen, Jan Peters",2019,https://doi.org/10.65109/awbm1925,candidate,anchor,Classical MAS and Game-Theoretic Foundations,openalex:dec-pomdp,5,0.92,https://doi.org/10.65109/awbm1925,,,,,unresolved,unavailable
993,Flexible Agent Architecture: Mixing Reactive and Deliberative Behaviors in SPADE,"Javier Palanca, Jaime Andres Rincon, Carlos Carrascosa et al",2023,https://doi.org/10.3390/electronics12030659,candidate,anchor,Classical MAS and Game-Theoretic Foundations,openalex:classical-acl,14,0.92,https://doi.org/10.3390/electronics12030659,,,,,unresolved,unavailable
994,Simulating Social Behavior of LLM-Based Autonomous Negotiator Agents in a Game-Theoretical Framework Using Multi-Agent Systems,"Ahmad Mouri Zadeh Khaki, Ahyoung Choi, Laleh Seyyed-Kalantari",2025,https://doi.org/10.1080/10447318.2025.2495117,candidate,trend,Classical MAS and Game-Theoretic Foundations,openalex:frameworks,2,0.84,https://doi.org/10.1080/10447318.2025.2495117,,,,,unresolved,unavailable
995,A Large Data Exchange Method for Multi-agent in Java Agent Development Framework,"Wathiq Laftah Al-Yaseen, Zulaiha Ali Othman, Mohd Zakree Ahmad Nazri",2016,https://openalex.org/W2571164237,candidate,anchor,Classical MAS and Game-Theoretic Foundations,openalex:classical-acl,8,0.92,https://dergipark.org.tr/en/pub/irmm/article/355741,,,,,unresolved,unavailable
996,Timed-Arc Petri-Nets based Agent Communication for Real-Time Multi-Agent Systems,"Awais Qasim, Sidra Kanwal, Adnan Khalid et al",2019,https://doi.org/10.14569/ijacsa.2019.0100970,candidate,anchor,Classical MAS and Game-Theoretic Foundations,openalex:classical-acl,4,0.87,https://doi.org/10.14569/ijacsa.2019.0100970,,,,,unresolved,unavailable
997,KQML Based Communication Protocol for Multi Agent Systems,"Dimple Juneja, Ankit Jagga, Aarti Singh",2015,https://openalex.org/W2559627494,candidate,anchor,Classical MAS and Game-Theoretic Foundations,openalex:classical-acl,2,0.77,http://iasir.net/IJETCASpapers/IJETCAS15-359.pdf,,,,,failed,unavailable
998,COMMUNICATION BETWEEN MULTI-AGENTS IN ROTATING MACHINERY DIAGNOSTIC SYSTEM,"Zhigang Jin, Xingyu Chen, Y Lu et al",2020,https://doi.org/10.17683/ijomam/issue7.14,candidate,anchor,Classical MAS and Game-Theoretic Foundations,openalex:classical-acl,0,0.67,http://doi.org/10.17683/ijomam/issue7.14,,,,,unresolved,unavailable
999,Research on Multi-agent System in Intelligent Manufacturing with Enterprise Alliance,"Chen Yunqing, Zhou Guoqiang",2015,https://doi.org/10.1109/iciicii.2015.126,candidate,anchor,Classical MAS and Game-Theoretic Foundations,openalex:classical-acl,0,0.67,https://doi.org/10.1109/iciicii.2015.126,,,,,unresolved,unavailable
