rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
19,Cut the Crap: An Economical Communication Pipeline for LLM-based Multi-Agent Systems,Zhang et al,2025,OpenReview:LkzuPorQ5L,candidate,trend,LLM Multi-Agent Frameworks and Coordination,curated-400;openalex:llm-mas;openalex:topology,2,1.0,http://arxiv.org/abs/2410.02506,2410.02506,papers_extra/multi-agent-triaged/0019_2410.02506,papers_extra/multi-agent-triaged/0019_2410.02506/paper.pdf,papers_extra/multi-agent-triaged/0019_2410.02506/source,present,present
20,Theory of Mind for Multi-Agent Collaboration via Large Language Models,Li et al,2023,2310.10701,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400;local-bib;openalex:collaboration;openalex:minecraft-agents;openalex:planning;openalex:reasoning,55,1.0,https://doi.org/10.18653/v1/2023.emnlp-main.13,2310.10701,papers_extra/multi-agent-triaged/0020_2310.10701,papers_extra/multi-agent-triaged/0020_2310.10701/paper.pdf,papers_extra/multi-agent-triaged/0020_2310.10701/source,present,present
22,Emergent Coordination in Multi-Agent Language Models,Riedl,2025,2510.05174,candidate,trend,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2510.05174,papers_extra/multi-agent-triaged/0022_2510.05174,papers_extra/multi-agent-triaged/0022_2510.05174/paper.pdf,papers_extra/multi-agent-triaged/0022_2510.05174/source,present,present
23,ChatLaw: A Multi-Agent Collaborative Legal Assistant with Knowledge Graph Enhanced Mixture-of-Experts Large Language Model,Cui et al,2023,2306.16092,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2306.16092,papers_extra/multi-agent-triaged/0023_2306.16092,papers_extra/multi-agent-triaged/0023_2306.16092/paper.pdf,papers_extra/multi-agent-triaged/0023_2306.16092/source,present,present
24,Multi-Agent Consensus Seeking via Large Language Models,Chen et al,2023,2310.20151,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400;openalex:collaboration;openalex:planning;openalex:robot-collaboration;openalex:topology,12,1.0,http://arxiv.org/abs/2310.20151,2310.20151,papers_extra/multi-agent-triaged/0024_2310.20151,papers_extra/multi-agent-triaged/0024_2310.20151/paper.pdf,papers_extra/multi-agent-triaged/0024_2310.20151/source,present,present
26,G-Designer: Architecting Multi-agent Communication Topologies via Graph Neural Networks,Zhang et al,2024,2410.11782,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400;openalex:topology,1,1.0,http://arxiv.org/abs/2410.11782,2410.11782,papers_extra/multi-agent-triaged/0026_2410.11782,papers_extra/multi-agent-triaged/0026_2410.11782/paper.pdf,papers_extra/multi-agent-triaged/0026_2410.11782/source,present,present
27,Multi-Agent Verification: Scaling Test-Time Compute with Goal Verifiers,Lifshitz et al,2025,OpenReview:H22e93wnMe,candidate,trend,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,,papers_extra/multi-agent-triaged/0027_OpenReview_H22e93wnMe,papers_extra/multi-agent-triaged/0027_OpenReview_H22e93wnMe/paper.pdf,,present,unavailable
29,GPT-in-the-Loop: Adaptive Decision-Making for Multiagent Systems,Nascimento et al,2023,2308.10435,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400;local-bib,0,1.0,,2308.10435,papers_extra/multi-agent-triaged/0029_2308.10435,papers_extra/multi-agent-triaged/0029_2308.10435/paper.pdf,papers_extra/multi-agent-triaged/0029_2308.10435/source,present,present
30,MineLand: Simulating Large-Scale Multi-Agent Interactions with Limited Multimodal Senses and Physical Needs,Yu et al,2024,2403.19267,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2403.19267,papers_extra/multi-agent-triaged/0030_2403.19267,papers_extra/multi-agent-triaged/0030_2403.19267/paper.pdf,papers_extra/multi-agent-triaged/0030_2403.19267/source,present,present
31,VillagerAgent: A Graph-Based Multi-Agent Framework for Coordinating Complex Task Dependencies in Minecraft,Dong et al,2024,2406.05720,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2406.05720,papers_extra/multi-agent-triaged/0031_2406.05720,papers_extra/multi-agent-triaged/0031_2406.05720/paper.pdf,papers_extra/multi-agent-triaged/0031_2406.05720/source,present,present
32,MetaAgents: Simulating Interactions of Human Behaviors for LLM-based Task-Oriented Coordination via Collaborative Generative Agents,Li et al,2023,2310.06500,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2310.06500,papers_extra/multi-agent-triaged/0032_2310.06500,papers_extra/multi-agent-triaged/0032_2310.06500/paper.pdf,papers_extra/multi-agent-triaged/0032_2310.06500/source,present,present
33,Unleashing the Emergent Cognitive Synergy in Large Language Models: A Task-Solving Agent through Multi-Persona Self-Collaboration,Wang et al,2023,2307.05300,candidate,core,LLM Multi-Agent Frameworks and Coordination,curated-400,0,1.0,,2307.05300,papers_extra/multi-agent-triaged/0033_2307.05300,papers_extra/multi-agent-triaged/0033_2307.05300/paper.pdf,papers_extra/multi-agent-triaged/0033_2307.05300/source,present,present
