rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
697,MUARF: Leveraging Multi-Agent Workflows for Automated Code Refactoring,Yisen Xu,2025,2025.00071,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:coding-agents,1,0.92,https://doi.org/10.1109/icse-companion66252.2025.00071,,,,,unresolved,unavailable
703,Evolutionary Generation of Multi-Agent Systems,Yuntong Hu et al,2026,2602.06511,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.06511,2602.06511,,,,failed,failed
705,AssistGUI: Task-Oriented PC Graphical User Interface Automation,"Difei Gao, Lei Ji, Zechen Bai et al",2024,2024.01262,candidate,core,"Software, Web, and Computer-Use Agents",openalex:gui-agents,6,0.92,https://doi.org/10.1109/cvpr52733.2024.01262,,,,,unresolved,unavailable
707,LLM experiments with simulation: Large Language Model Multi-Agent System for Simulation Model Parametrization in Digital Twins,"Yuchen Xia, Daniel Dittler, Nasser Jazdi et al",2024,https://doi.org/10.1109/etfa61755.2024.10710900,candidate,core,"Software, Web, and Computer-Use Agents",openalex:llm-mas;openalex:reasoning,20,0.92,https://doi.org/10.1109/etfa61755.2024.10710900,,,,,unresolved,unavailable
708,ALMAS: an Autonomous LLM-based Multi-Agent Software Engineering Framework,"Vali Tawosi, Keshav Ramani, Salwa Alamir et al",2025,2025.00059,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:frameworks;openalex:software-agents,3,0.92,https://doi.org/10.1109/asew67777.2025.00059,,,,,unresolved,unavailable
713,A Framework for Collaborative and Interactive Agent-oriented Developer Operations,"Cleber Jorge Amaral, Timotheus Kampik, Stephen Cranefield",2020,https://doi.org/10.65109/kguh4382,candidate,bridge,"Software, Web, and Computer-Use Agents",openalex:software-agents,6,0.92,https://doi.org/10.65109/kguh4382,,,,,unresolved,unavailable
714,Human-In-The-Loop Software Development Agents,"Wannita Takerngsaksiri, Jirat Pasuksmit, Patanamon Thongtanunam et al",2025,2025.00036,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:swe-benchmarks,6,0.92,https://doi.org/10.1109/icse-seip66354.2025.00036,,,,,unresolved,unavailable
715,An LLM-Enabled Multi-Agent Autonomous Mechatronics Design Framework,"Zeyu Wang, Frank P.-W. Lo, Qian Chen et al",2025,2025.00404,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:frameworks,1,0.92,https://doi.org/10.1109/cvprw67362.2025.00404,,,,,unresolved,unavailable
716,AI Agents Assisted Platform for Secure Quantum-Classical Networking Education,"Abhishek Parakh, Mahadevan Subramaniam",2025,https://doi.org/10.1145/3769694.3771146,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:gui-agents,1,0.92,https://doi.org/10.1145/3769694.3771146,,,,,unresolved,unavailable
724,SEMANTIC KERNEL USAGE FOR ORCHESTRATION OF MULTI-AGENT LLM-BASED SYSTEMS TO SOLVE THE TASKS WHICH REQUIRE DYNAMIC INVOLVEMENT OF NEW AGENTS,"Vitalii Kutsan, Vasyl Lyashkevych",2026,https://doi.org/10.70286/isu-15.04.2026.021,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:orchestration,0,0.88,https://doi.org/10.70286/isu-15.04.2026.021,,,,,unresolved,unavailable
728,An agent-based collaborative platform for the design of assembly lines,"Nikolaos Papakostas, George Pintzos, Christos Giannoulis et al",2015,https://doi.org/10.1080/0951192x.2015.1066862,candidate,bridge,"Software, Web, and Computer-Use Agents",openalex:software-agents,12,0.92,https://doi.org/10.1080/0951192x.2015.1066862,,,,,unresolved,unavailable
729,AgileCoder: Dynamic Collaborative Agents for Software Development based on Agile Methodology,"Minh Huynh Nguyen, Thang Phan Chau, Phong X. Nguyen et al",2025,2025.00026,candidate,bridge,"Software, Web, and Computer-Use Agents",openalex:software-agents,7,0.92,https://doi.org/10.1109/forge66646.2025.00026,,,,,unresolved,unavailable
730,Integrating Reinforcement Learning with Multi-Agent Techniques for Adaptive Service Composition,"Hongbign Wang, Xin Chen, Qin Wu et al",2017,https://doi.org/10.1145/3058592,candidate,anchor,"Software, Web, and Computer-Use Agents",openalex:software-agents,45,0.92,https://doi.org/10.1145/3058592,,,,,unresolved,unavailable
733,Development of Semantic Web-Enabled BDI Multi-Agent Systems Using SEA_ML: An Electronic Bartering Case Study,"Moharram Challenger, Baris Tekin Tezel, Omer Faruk Alaca et al",2018,https://doi.org/10.3390/app8050688,candidate,anchor,"Software, Web, and Computer-Use Agents",openalex:software-agents,24,0.92,https://doi.org/10.3390/app8050688,,,,,unresolved,unavailable
734,A methodology towards the adaptization of legacy systems using agent-oriented software engineering,"Francois Wavresky, Seok-Won Lee",2016,https://doi.org/10.1145/2851613.2851776,candidate,anchor,"Software, Web, and Computer-Use Agents",openalex:software-agents,18,0.92,https://doi.org/10.1145/2851613.2851776,,,,,unresolved,unavailable
738,Multi-Agent System Development MADE Easy,"Zhiqi Shen, Han Yu, Chunyan Miao et al",2016,https://doi.org/10.1609/aaai.v30i1.9827,candidate,bridge,"Software, Web, and Computer-Use Agents",openalex:software-agents,12,0.92,https://doi.org/10.1609/aaai.v30i1.9827,,,,,unresolved,unavailable
755,Unified Distributed Computing and Co-ordination in Pervasive/Ubiquitous Networks with Mobile Multi-Agent Systems using a Modular and Portable Agent Code Processing Platform,Stefan Bosse,2015,https://doi.org/10.1016/j.procs.2015.08.312,candidate,bridge,"Software, Web, and Computer-Use Agents",openalex:coding-agents,19,0.92,https://doi.org/10.1016/j.procs.2015.08.312,,,,,unresolved,unavailable
756,ColaCare: Enhancing Electronic Health Record Modeling through Large Language Model-Driven Multi-Agent Collaboration,"Zixiang Wang, Yinghao Zhu, Huiya Zhao et al",2025,https://doi.org/10.1145/3696410.3714877,candidate,trend,Scientific and Domain Agents,openalex:collaboration;openalex:debate;openalex:medical-agents;openalex:orchestration;openalex:reasoning,15,0.92,https://doi.org/10.1145/3696410.3714877,,,,,unresolved,unavailable
