rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
541,Cooperate or Collapse: Emergence of Sustainable Cooperation in a Society of LLM Agents,"Piatti, Giorgio, Jin, Zhijing, Kleiman-Weiner, Max et al",2024,2404.16698,candidate,core,"Debate, Reasoning, and Aggregation",openalex:society,3,0.92,http://arxiv.org/abs/2404.16698,2404.16698,papers_extra/multi-agent-triaged/0541_2404.16698,papers_extra/multi-agent-triaged/0541_2404.16698/paper.pdf,papers_extra/multi-agent-triaged/0541_2404.16698/source,present,present
542,Understanding Multi-Agent Reasoning with Large Language Models for Cartoon VQA,Tong Wu et al,2026,2601.03073,candidate,trend,"Debate, Reasoning, and Aggregation",arxiv:language-agents;arxiv:reasoning,0,0.87,https://arxiv.org/abs/2601.03073,2601.03073,papers_extra/multi-agent-triaged/0542_2601.03073,papers_extra/multi-agent-triaged/0542_2601.03073/paper.pdf,papers_extra/multi-agent-triaged/0542_2601.03073/source,present,present
544,How memory can affect collective and cooperative behaviors in an LLM-Based Social Particle Swarm,Taisei Hishiki et al,2026,2604.12250,candidate,trend,"Debate, Reasoning, and Aggregation",arxiv:generative-agents,0,0.83,https://arxiv.org/abs/2604.12250,2604.12250,papers_extra/multi-agent-triaged/0544_2604.12250,papers_extra/multi-agent-triaged/0544_2604.12250/paper.pdf,papers_extra/multi-agent-triaged/0544_2604.12250/source,present,present
545,MAGE: Meta-Reinforcement Learning for Language Agents toward Strategic Exploration and Exploitation,Lu Yang et al,2026,2603.03680,candidate,trend,"Debate, Reasoning, and Aggregation",arxiv:language-agents,0,0.83,https://arxiv.org/abs/2603.03680,2603.03680,papers_extra/multi-agent-triaged/0545_2603.03680,papers_extra/multi-agent-triaged/0545_2603.03680/paper.pdf,papers_extra/multi-agent-triaged/0545_2603.03680/source,present,present
546,MarsRL: Advancing Multi-Agent Reasoning System via Reinforcement Learning with Agentic Pipeline Parallelism,Shulin Liu et al,2025,2511.11373,candidate,trend,"Debate, Reasoning, and Aggregation",arxiv:reasoning,0,0.83,https://arxiv.org/abs/2511.11373,2511.11373,papers_extra/multi-agent-triaged/0546_2511.11373,papers_extra/multi-agent-triaged/0546_2511.11373/paper.pdf,papers_extra/multi-agent-triaged/0546_2511.11373/source,present,present
547,Evolution of Cooperation in LLM-Agent Societies: A Preliminary Study Using Different Punishment Strategies,Kavindu Warnakulasuriya et al,2025,2504.19487,candidate,trend,"Debate, Reasoning, and Aggregation",arxiv:society,0,0.83,https://arxiv.org/abs/2504.19487,2504.19487,papers_extra/multi-agent-triaged/0547_2504.19487,papers_extra/multi-agent-triaged/0547_2504.19487/paper.pdf,papers_extra/multi-agent-triaged/0547_2504.19487/source,present,present
548,MOSAIC: Modeling Social AI for Content Dissemination and Regulation in Multi-Agent Simulations,Genglin Liu et al,2025,2504.07830,candidate,trend,"Debate, Reasoning, and Aggregation",arxiv:language-agents,0,0.83,https://arxiv.org/abs/2504.07830,2504.07830,papers_extra/multi-agent-triaged/0548_2504.07830,papers_extra/multi-agent-triaged/0548_2504.07830/paper.pdf,papers_extra/multi-agent-triaged/0548_2504.07830/source,present,present
549,Cooperative Strategic Planning Enhances Reasoning Capabilities in Large Language Models,Danqing Wang et al,2024,2410.20007,candidate,core,"Debate, Reasoning, and Aggregation",arxiv:reasoning,0,0.83,https://arxiv.org/abs/2410.20007,2410.20007,papers_extra/multi-agent-triaged/0549_2410.20007,papers_extra/multi-agent-triaged/0549_2410.20007/paper.pdf,papers_extra/multi-agent-triaged/0549_2410.20007/source,present,present
550,Fully Decentralized Multi-Agent Reinforcement Learning with Networked Agents,"Zhang, Kaiqing, Yang, Zhuoran, Liu, Han et al",2018,1802.08757,candidate,anchor,"Debate, Reasoning, and Aggregation",openalex:marl,250,0.92,http://arxiv.org/abs/1802.08757,1802.08757,papers_extra/multi-agent-triaged/0550_1802.08757,papers_extra/multi-agent-triaged/0550_1802.08757/paper.pdf,papers_extra/multi-agent-triaged/0550_1802.08757/source,present,present
552,Orla: A Library for Serving LLM-Based Multi-Agent Systems,Rana Shahout et al,2026,2603.13605,candidate,trend,Agent Foundations and Infrastructure,arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2603.13605,2603.13605,papers_extra/multi-agent-triaged/0552_2603.13605,papers_extra/multi-agent-triaged/0552_2603.13605/paper.pdf,papers_extra/multi-agent-triaged/0552_2603.13605/source,present,present
