rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
596,Large language model based agent for process planning of fiber composite structures,"Maximilian Holland, Kunal Chaudhari",2024,https://doi.org/10.1016/j.mfglet.2024.03.010,candidate,bridge,Agent Foundations and Infrastructure,openalex:planning,13,0.85,https://doi.org/10.1016/j.mfglet.2024.03.010,,,,,unresolved,unavailable
599,Agentic Visualization: Extracting Agent-Based Design Patterns From Visualization Systems,"Vaishali Dhanoa, Anton Wolter, Gabriela Molina León et al",2025,https://doi.org/10.1109/mcg.2025.3607741,candidate,bridge,Agent Foundations and Infrastructure,openalex:human-ai-coordination,2,0.77,https://doi.org/10.1109/mcg.2025.3607741,,,,,unresolved,unavailable
615,Orchestrated multi agents sustain accuracy under clinical-scale workloads compared to a single agent,"Eyal Klang, Mahmud Omar, Ganesh Raut et al",2025,https://doi.org/10.1101/2025.08.22.25334049,candidate,trend,Benchmarks and Evaluation,openalex:orchestration,2,0.92,https://doi.org/10.1101/2025.08.22.25334049,,,,,unresolved,unavailable
625,Adaptive heterogeneous multi-agent debate for enhanced educational and factual reasoning in large language models,"Yan Zhou, Yanguang Chen",2025,https://doi.org/10.1007/s44443-025-00353-3,candidate,trend,Benchmarks and Evaluation,openalex:debate,0,0.92,https://doi.org/10.1007/s44443-025-00353-3,,,,,unresolved,unavailable
626,OSC: Cognitive Orchestration through Dynamic Knowledge Alignment in Multi-Agent LLM Collaboration,"Association for Computational Linguistics 2025, Cai, Kaitong, Fan, Yijia et al",2025,https://doi.org/10.48448/ed35-tw18,candidate,trend,Benchmarks and Evaluation,openalex:orchestration,0,0.92,https://openalex.org/W7106787733,,,,,unresolved,unavailable
628,Beyond Prompt Chaining: The TB-CSPN Architecture for Agentic AI,"Uwe M. Borghoff, Paolo Bottoni, Remo Pareschi",2025,https://doi.org/10.20944/preprints202507.1294.v1,candidate,trend,Benchmarks and Evaluation,openalex:human-ai-coordination;openalex:orchestration,3,0.92,https://doi.org/10.20944/preprints202507.1294.v1,,,,,unresolved,unavailable
630,CoMAL: Collaborative Multi-Agent Large Language Models for Mixed-Autonomy Traffic,"Huaiyuan Yao, Longchao Da, Vishnu Nandam et al",2025,https://doi.org/10.1137/1.9781611978520.43,candidate,trend,Benchmarks and Evaluation,openalex:agent-benchmarks,7,0.92,https://doi.org/10.1137/1.9781611978520.43,,,,,unresolved,unavailable
638,A Local Information Aggregation-Based Multiagent Reinforcement Learning for Robot Swarm Dynamic Task Allocation,"Yang Lv, Jinlong Lei, Peng Yi",2025,https://doi.org/10.1109/tnnls.2025.3558282,candidate,bridge,Benchmarks and Evaluation,openalex:dec-pomdp,6,0.92,https://doi.org/10.1109/tnnls.2025.3558282,,,,,unresolved,unavailable
640,CLOUD-NATIVE ORCHESTRATION PATTERNS FOR MULTI-AGENT HEALTHCARE LLMS,Vallikranth Ayyagari,2025,https://doi.org/10.12732/ijam.v38i12s.1392,candidate,trend,Benchmarks and Evaluation,openalex:orchestration,0,0.92,https://doi.org/10.12732/ijam.v38i12s.1392,,,,,unresolved,unavailable
647,Adherence Improves Cooperation in Sequential Social Dilemmas,"Yuyu Yuan, Ting Guo, Pengqian Zhao et al",2022,https://doi.org/10.3390/app12168004,candidate,anchor,Benchmarks and Evaluation,openalex:social-dilemmas,5,0.92,https://doi.org/10.3390/app12168004,,,,,unresolved,unavailable
651,AgentsCourt: Building Judicial Decision-Making Agents with Court Debate Simulation and Legal Knowledge Augmentation,"Zhitao He, Pengfei Cao, Chenhao Wang et al",2024,https://doi.org/10.18653/v1/2024.findings-emnlp.549,candidate,core,Benchmarks and Evaluation,openalex:agent-benchmarks;openalex:debate,10,0.92,https://doi.org/10.18653/v1/2024.findings-emnlp.549,,,,,unresolved,unavailable
653,Diversity of Thought Elicits Stronger Reasoning Capabilities in Multi-Agent Debate Frameworks,Mahmood Hegazy,2024,https://doi.org/10.32388/3y8v71,candidate,core,Benchmarks and Evaluation,openalex:debate,3,0.92,https://doi.org/10.32388/3y8v71,,,,,unresolved,unavailable
663,ProAgent: Building Proactive Cooperative Agents with Large Language Models,"Ceyao Zhang, Kaijie Yang, Siyi Hu et al",2024,https://doi.org/10.1609/aaai.v38i16.29710,candidate,core,Benchmarks and Evaluation,openalex:human-ai-coordination,43,0.92,https://doi.org/10.1609/aaai.v38i16.29710,,,,,unresolved,unavailable
670,ChemGraph as an agentic framework for computational chemistry workflows,"Thang D. Pham, Aditya Tanikanti, Murat Keçeli",2026,https://doi.org/10.1038/s42004-025-01776-9,candidate,trend,Benchmarks and Evaluation,openalex:tool-use,4,0.92,https://doi.org/10.1038/s42004-025-01776-9,,,,,unresolved,unavailable
673,SALLMA: A Software Architecture for LLM-Based Multi-Agent Systems,"Marco Becattini, Roberto Verdecchia, Enrico Vicario",2025,2025.00006,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:llm-mas;openalex:orchestration,6,0.92,https://doi.org/10.1109/satrends66715.2025.00006,,,,,unresolved,unavailable
682,DeCoAgent: Large Language Model Empowered Decentralized Autonomous Collaboration Agents Based on Smart Contracts,"Anan Jin, Yuhang Ye, Brian Lee et al",2024,https://doi.org/10.1109/access.2024.3481641,candidate,core,"Software, Web, and Computer-Use Agents",openalex:collaboration,14,0.92,https://doi.org/10.1109/access.2024.3481641,,,,,unresolved,unavailable
683,Leveraging large language models for automating water distribution network optimization,"Jian Wang, Guangtao Fu, Dragan Savic",2025,https://doi.org/10.1016/j.watres.2025.124536,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:orchestration,7,0.92,https://doi.org/10.1016/j.watres.2025.124536,,,,,unresolved,unavailable
684,Harnessing Multi-Agent LLMs for Complex Engineering Problem-Solving: A Framework for Senior Design Projects,"Abdullah Mushtaq, Rafay Naeem, Ibrahim Ghaznavi et al",2025,https://doi.org/10.1109/educon62633.2025.11016653,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:frameworks,2,0.92,https://doi.org/10.1109/educon62633.2025.11016653,,,,,unresolved,unavailable
694,A Self-Reflective Multi-Agent Collaboration Framework for Dynamic Software Engineering Tasks,Yulin Huang,2026,https://doi.org/10.20944/preprints202603.0129.v1,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:software-agents;openalex:topology,1,0.92,https://doi.org/10.20944/preprints202603.0129.v1,,,,,unresolved,unavailable
696,Contextual Trust Evaluation for Robust Coordination in Large Language Model Multi-Agent Systems,"Kangning Gao, Haotian Zhu, Rui Liu et al",2025,https://doi.org/10.1109/eiecc67963.2025.11409558,candidate,trend,"Software, Web, and Computer-Use Agents",openalex:orchestration,7,0.92,https://doi.org/10.1109/eiecc67963.2025.11409558,,,,,unresolved,unavailable
