rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
479,AutoPatch: Multi-Agent Framework for Patching Real-World CVEs Generated by Outdated LLMs,"Minjae Seo, Wonwoo Choi, Seungwon Shin et al",2026,https://doi.org/10.2139/ssrn.6339960,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:frameworks,1,0.81,https://doi.org/10.2139/ssrn.6339960,,,,,unresolved,unavailable
480,DrugAgent: A Theory-Driven LLM Multi-Agent System for Automating Machine Learning Programming in Drug Discovery,"Jiate Li, Sizhe Liu, Xiyang Hu et al",2025,https://doi.org/10.2139/ssrn.5746063,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,1,0.81,https://doi.org/10.2139/ssrn.5746063,,,,,unresolved,unavailable
481,"Why Should Next-Gen LLM Multi-Agent Systems Move Beyond Fixed Architectures to Dynamic, Input-Driven Graphs?","Hui Yi Leong, Yuqing Wu",2025,https://doi.org/10.2139/ssrn.5276004,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,1,0.81,https://doi.org/10.2139/ssrn.5276004,,,,,unresolved,unavailable
483,Automated carbon-aware assessment of openBIM-based ductwork design using knowledge graph–augmented LLM multi-agent framework,"Yuqing Xu, Ang Li, Xiaowen Guo et al",2025,https://doi.org/10.1016/j.autcon.2025.106611,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:frameworks,1,0.81,https://doi.org/10.1016/j.autcon.2025.106611,,,,,unresolved,unavailable
484,BudgetMLAgent: A Cost-Effective LLM Multi-Agent system for Automating Machine Learning Tasks,"Shubham Gandhi, Manasi Patwardhan, Lovekesh Vig et al",2024,https://doi.org/10.1145/3703412.3703416,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,1,0.81,https://doi.org/10.1145/3703412.3703416,,,,,unresolved,unavailable
485,Research on Multi-agent Path Planning Algorithm Based on Large Language Model,"Liu Lian, Cui Peng",2024,2024.00028,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:planning,1,0.81,https://doi.org/10.1109/isssr61934.2024.00028,,,,,unresolved,unavailable
493,Orchestrating Multi-Agent Applications With Langflow and Large Language Models (LLMs),"Soly Mathew Biju, Sara Majeed, Pradnya Bhagwat",2025,https://doi.org/10.4018/979-8-3373-2008-3.ch001,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:orchestration,0,0.75,https://doi.org/10.4018/979-8-3373-2008-3.ch001,,,,,unresolved,unavailable
494,Communication Structure Adaptive Control and Collaborative Optimization for Multi-Agent Systems Based on Deepseek Large Language Model,Yi Wang,2025,https://doi.org/10.2139/ssrn.5193257,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:topology,0,0.75,https://doi.org/10.2139/ssrn.5193257,,,,,unresolved,unavailable
495,Multi-agent collaboration for knowledge-guided data-driven design of ultra-high-performance concrete (UHPC) incorporating solid wastes,"Pengwei Guo, Zhan Jiang, Weina Meng et al",2025,https://doi.org/10.1016/j.cemconcomp.2025.106230,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:collaboration;openalex:robot-collaboration,12,0.92,https://doi.org/10.1016/j.cemconcomp.2025.106230,,,,,unresolved,unavailable
500,When collaboration fails: persuasion driven adversarial influence in multi agent large language model debate,"Insaf Kraidia, Iyas Qaddara, Alhanof Almutairi et al",2026,https://doi.org/10.1038/s41598-026-42705-7,candidate,trend,"Debate, Reasoning, and Aggregation",openalex:debate,0,0.92,https://doi.org/10.1038/s41598-026-42705-7,,,,,unresolved,unavailable
