rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
333,Stabilising Experience Replay for Deep Multi-Agent Reinforcement Learning,Foerster et al,2017,1702.08887,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",curated-400;openalex:marl,334,1.0,http://arxiv.org/abs/1702.08887,1702.08887,papers_extra/multi-agent-triaged/0333_1702.08887,papers_extra/multi-agent-triaged/0333_1702.08887/paper.pdf,papers_extra/multi-agent-triaged/0333_1702.08887/source,present,present
334,Emergent Complexity via Multi-Agent Competition,Bansal et al,2018,1710.03748,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",curated-400,0,1.0,,1710.03748,papers_extra/multi-agent-triaged/0334_1710.03748,papers_extra/multi-agent-triaged/0334_1710.03748/paper.pdf,papers_extra/multi-agent-triaged/0334_1710.03748/source,present,present
335,Is Independent Learning All You Need in the StarCraft Multi-Agent Challenge?,de Witt et al,2020,2011.09533,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",curated-400,0,1.0,,2011.09533,papers_extra/multi-agent-triaged/0335_2011.09533,papers_extra/multi-agent-triaged/0335_2011.09533/paper.pdf,papers_extra/multi-agent-triaged/0335_2011.09533/source,present,present
336,Parameter Sharing is Surprisingly Useful for Multi-Agent Deep Reinforcement Learning,Terry et al,2020,2005.13625,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",curated-400,0,1.0,,2005.13625,papers_extra/multi-agent-triaged/0336_2005.13625,papers_extra/multi-agent-triaged/0336_2005.13625/paper.pdf,papers_extra/multi-agent-triaged/0336_2005.13625/source,present,present
338,Mean Field Multi-Agent Reinforcement Learning,Yang et al,2018,1802.05438,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",curated-400;openalex:marl,247,1.0,http://arxiv.org/abs/1802.05438,1802.05438,papers_extra/multi-agent-triaged/0338_1802.05438,papers_extra/multi-agent-triaged/0338_1802.05438/paper.pdf,papers_extra/multi-agent-triaged/0338_1802.05438/source,present,present
339,Actor-Attention-Critic for Multi-Agent Reinforcement Learning,Iqbal & Sha,2019,1810.02912,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",curated-400;openalex:marl,290,1.0,http://arxiv.org/abs/1810.02912,1810.02912,papers_extra/multi-agent-triaged/0339_1810.02912,papers_extra/multi-agent-triaged/0339_1810.02912/paper.pdf,papers_extra/multi-agent-triaged/0339_1810.02912/source,present,present
340,Bayesian Action Decoder for Deep Multi-Agent Reinforcement Learning,Foerster et al,2019,1811.01458,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",curated-400,0,1.0,,1811.01458,papers_extra/multi-agent-triaged/0340_1811.01458,papers_extra/multi-agent-triaged/0340_1811.01458/paper.pdf,papers_extra/multi-agent-triaged/0340_1811.01458/source,present,present
341,QTRAN: Learning to Factorize with Transformation for Cooperative Multi-Agent Reinforcement Learning,Son et al,2019,1905.05408,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",curated-400;openalex:marl,222,1.0,http://arxiv.org/abs/1905.05408,1905.05408,papers_extra/multi-agent-triaged/0341_1905.05408,papers_extra/multi-agent-triaged/0341_1905.05408/paper.pdf,papers_extra/multi-agent-triaged/0341_1905.05408/source,present,present
342,Social Influence as Intrinsic Motivation for Multi-Agent Deep Reinforcement Learning,Jaques et al,2019,1810.08647,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",arxiv:emergent-communication;curated-400;openalex:emergent-communication;openalex:social-dilemmas,263,1.0,https://arxiv.org/abs/1810.08647,1810.08647,papers_extra/multi-agent-triaged/0342_1810.08647,papers_extra/multi-agent-triaged/0342_1810.08647/paper.pdf,papers_extra/multi-agent-triaged/0342_1810.08647/source,present,present
343,Deep Multi-Agent Reinforcement Learning for Decentralized Continuous Cooperative Control,de Witt et al,2020,2003.06709,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",curated-400,0,1.0,,2003.06709,papers_extra/multi-agent-triaged/0343_2003.06709,papers_extra/multi-agent-triaged/0343_2003.06709/paper.pdf,papers_extra/multi-agent-triaged/0343_2003.06709/source,present,present
344,Learning Implicit Credit Assignment for Multi-Agent Actor-Critic,Liu et al,2020,2007.02529,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",curated-400,0,1.0,,2007.02529,papers_extra/multi-agent-triaged/0344_2007.02529,papers_extra/multi-agent-triaged/0344_2007.02529/paper.pdf,papers_extra/multi-agent-triaged/0344_2007.02529/source,present,present
345,Weighted QMIX: Expanding Monotonic Value Function Factorisation for Deep Multi-Agent Reinforcement Learning,Rashid et al,2020,2006.10800,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",curated-400;openalex:dec-pomdp,114,1.0,http://arxiv.org/abs/2006.10800,2006.10800,papers_extra/multi-agent-triaged/0345_2006.10800,papers_extra/multi-agent-triaged/0345_2006.10800/paper.pdf,papers_extra/multi-agent-triaged/0345_2006.10800/source,present,present
346,DOP: Off-Policy Multi-Agent Decomposed Policy Gradients,Wang et al,2021,2007.12322,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",curated-400,0,1.0,,2007.12322,papers_extra/multi-agent-triaged/0346_2007.12322,papers_extra/multi-agent-triaged/0346_2007.12322/paper.pdf,papers_extra/multi-agent-triaged/0346_2007.12322/source,present,present
347,Multi-Agent Reinforcement Learning is a Sequence Modeling Problem,Wen et al,2022,2205.14953,candidate,anchor,"MARL, Emergent Communication, and Social Behavior",curated-400;openalex:marl,79,1.0,http://arxiv.org/abs/2205.14953,2205.14953,papers_extra/multi-agent-triaged/0347_2205.14953,papers_extra/multi-agent-triaged/0347_2205.14953/paper.pdf,papers_extra/multi-agent-triaged/0347_2205.14953/source,present,present
