rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
457,MasRouter: Learning to Route LLMs for Multi-Agent Systems,"Yanwei Yue, Guibin Zhang, Boyang Liu et al",2025,https://doi.org/10.18653/v1/2025.acl-long.757,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,5,0.9,https://doi.org/10.18653/v1/2025.acl-long.757,,,,,unresolved,unavailable
458,MASTER: A Multi-Agent System with LLM Specialized MCTS,"Bingzheng Gan, Yufan Zhao, Tianyi Zhang et al",2025,https://doi.org/10.18653/v1/2025.naacl-long.476,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,5,0.9,https://doi.org/10.18653/v1/2025.naacl-long.476,,,,,unresolved,unavailable
459,Integrity Beyond the Trust Boundary — External Differential Monitoring in LLM Multi-Agent Systems,"Seki, Takayyuki",2026,https://doi.org/10.5281/zenodo.19329992,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,4,0.89,https://doi.org/10.5281/zenodo.19329992,,,,,unresolved,unavailable
460,AI BIM coordinator for non-expert interaction in building design using LLM-driven multi-agent systems,"Yaxian Dong, Zijun Zhan, Yuqing Hu et al",2025,https://doi.org/10.1016/j.autcon.2025.106563,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,4,0.89,https://doi.org/10.1016/j.autcon.2025.106563,,,,,unresolved,unavailable
461,Assessing and Enhancing the Robustness of LLM-Based Multi-Agent Systems Through Chaos Engineering,Joshua Owotogbe,2025,2025.00039,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,3,0.87,https://doi.org/10.1109/cain66642.2025.00039,,,,,unresolved,unavailable
462,Flow-of-Action: SOP Enhanced LLM-Based Multi-Agent System for Root Cause Analysis,"Changhua Pei, Zexin Wang, Fengrui Liu et al",2025,https://doi.org/10.1145/3701716.3715225,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,3,0.87,https://doi.org/10.1145/3701716.3715225,,,,,unresolved,unavailable
463,A Multi-agent LLM System for Automated Requirements Analysis: A Study on User Story Generation and Prioritization,"Malik Abdul Sami, Zheying Zhang, Muhammad Waseem et al",2025,https://doi.org/10.1007/978-3-032-04200-2_12,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,3,0.87,https://doi.org/10.1007/978-3-032-04200-2_12,,,,,unresolved,unavailable
464,LLM-Based multi-agent system for individual investment in energy and natural resources,"Alexander Zaleski, Jaroslaw A. Chudziak",2025,https://doi.org/10.24425/ijet.2025.153538,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,3,0.87,https://doi.org/10.24425/ijet.2025.153538,,,,,unresolved,unavailable
465,A Practical MCP×A2A Integration Framework for Interoperability in LLM-Based Autonomous Multi-Agent Systems,Cheonsu Jeong,2025,https://doi.org/10.13088/jiis.2025.31.10.141,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:frameworks,3,0.87,https://doi.org/10.13088/jiis.2025.31.10.141,,,,,unresolved,unavailable
466,Co-Learning: code learning for multi-agent reinforcement collaborative framework with conversational natural language interfaces,"Jiapeng Yu, Yuqian Wu, Yajing Zhan et al",2025,https://doi.org/10.3389/frai.2025.1431003,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:coding-agents,3,0.87,https://doi.org/10.3389/frai.2025.1431003,,,,,unresolved,unavailable
468,Demonstration of a Multi-agent Framework for Text to SQL Applications with Large Language Models,"Chen Shen, Jin Wang, Sajjadur Rahman et al",2024,https://doi.org/10.1145/3627673.3679216,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:orchestration,3,0.87,https://doi.org/10.1145/3627673.3679216,,,,,unresolved,unavailable
469,MAAQR: An LLM-based Multi-Agent Framework for Adaptive Query Rewriting in Alipay Search,"Qi Zheng, Mingjie Zhong, Saisai Gong et al",2025,https://doi.org/10.1145/3726302.3731950,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:frameworks,2,0.84,https://doi.org/10.1145/3726302.3731950,,,,,unresolved,unavailable
470,Analyzing the teaching and learning environments through student feedback at scale: a multi-agent LLMs framework,"Chang Cai, Shengxin Hong, Min Ma et al",2025,https://doi.org/10.1007/s10639-025-13633-2,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:frameworks,2,0.84,https://doi.org/10.1007/s10639-025-13633-2,,,,,unresolved,unavailable
471,UCD-LLM: A use case diagram requirement modeling multi-agent framework with large language model,"Xianhui Liu, Yueying Liu, Yiheng Zhuang et al",2025,https://doi.org/10.1016/j.infsof.2025.107955,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:frameworks,2,0.84,https://doi.org/10.1016/j.infsof.2025.107955,,,,,unresolved,unavailable
472,Enhancing LLM-based Quantum Code Generation with Multi-Agent Optimization and Quantum Error Correction,"Charlie Campbell, Hao Mark Chen, Wayne Luk et al",2025,https://doi.org/10.1109/dac63849.2025.11133316,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:coding-agents,2,0.84,https://doi.org/10.1109/dac63849.2025.11133316,,,,,unresolved,unavailable
473,Explainable zero-shot trading using multi-agent LLM architecture: A backtested approach for Bitcoin price,"Hae Sun Jung, Haein Lee",2025,https://doi.org/10.1016/j.ipm.2025.104466,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:finance-agents,2,0.84,https://doi.org/10.1016/j.ipm.2025.104466,,,,,unresolved,unavailable
474,Methodology for Quality Assurance Testing of LLM-based Multi-Agent Systems,"Isha Shamim, Rekha Singhal",2024,https://doi.org/10.1145/3703412.3703439,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,2,0.84,https://doi.org/10.1145/3703412.3703439,,,,,unresolved,unavailable
475,Unit Test Generation Multi-Agent AI System for Enhancing Software Documentation and Code Coverage,"Dimitrije Stojanović, Bogdan Pavković, Nenad Četić et al",2024,https://doi.org/10.1109/telfor63250.2024.10819096,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:coding-agents,2,0.84,https://doi.org/10.1109/telfor63250.2024.10819096,,,,,unresolved,unavailable
477,Exploring Multi-Agent Dynamics for Generative AI and Large Language Models in Mobile Edge Networks,Xiaoya Zheng,2024,https://doi.org/10.36227/techrxiv.172720290.02520081/v1,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:mobile-agents,2,0.84,https://doi.org/10.36227/techrxiv.172720290.02520081/v1,,,,,unresolved,unavailable
478,A Multi-Agent Large Language Model (Llm) Framework for Code-Complying Design Automation of Concrete Structures,"Jinxin Chen, Yi Bao",2025,https://doi.org/10.2139/ssrn.5193679,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:coding-agents;openalex:frameworks;openalex:gui-agents,1,0.89,https://doi.org/10.2139/ssrn.5193679,,,,,unresolved,unavailable
