rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
429,AgentCoord: Visually exploring coordination strategy for LLM-based multi-agent collaboration,"Bo Pan, Jiaying Lu, Ke Wang et al",2025,https://doi.org/10.1016/j.cag.2025.104338,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:collaboration,7,0.92,https://doi.org/10.1016/j.cag.2025.104338,,,,,unresolved,unavailable
430,Divergent Thoughts toward One Goal: LLM-based Multi-Agent Collaboration System for Electronic Design Automation,"Haoyuan Wu, Haisheng Zheng, Zhuolun He et al",2025,https://doi.org/10.18653/v1/2025.naacl-long.83,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:llm-mas,6,0.92,https://doi.org/10.18653/v1/2025.naacl-long.83,,,,,unresolved,unavailable
431,AgentDropout: Dynamic Agent Elimination for Token-Efficient and High-Performance LLM-Based Multi-Agent Collaboration,"Zhexuan Wang, Yutong Wang, Xuebo Liu et al",2025,https://doi.org/10.18653/v1/2025.acl-long.1170,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:topology,4,0.92,https://doi.org/10.18653/v1/2025.acl-long.1170,,,,,unresolved,unavailable
432,Dynamic Multi-Agent Orchestration and Retrieval for Multi-Source Question-Answer Systems using Large Language Models,"Antony Seabra, Claudio Cavalcante, Jo˜ao Nepomuceno et al",2024,https://doi.org/10.5121/ijci.2024.130602,candidate,core,LLM Multi-Agent Frameworks and Coordination,openalex:orchestration,4,0.92,https://doi.org/10.5121/ijci.2024.130602,,,,,unresolved,unavailable
433,MultiAgentESC: A LLM-based Multi-Agent Collaboration Framework for Emotional Support Conversation,"Yangyang Xu, Jinpeng Hu, Zhuoer Zhao et al",2025,https://doi.org/10.18653/v1/2025.emnlp-main.232,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:frameworks,3,0.92,https://doi.org/10.18653/v1/2025.emnlp-main.232,,,,,unresolved,unavailable
440,RepoAI: Automated Code Refactoring through Multi-Agent LLM Orchestration and Retrieval-Augmented Generation,"Moe Pyae Pyae Kyaw, Soe Moe Ko, Pyae Phyo Paing et al",2026,https://doi.org/10.2139/ssrn.6235282,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:orchestration,0,0.8,https://doi.org/10.2139/ssrn.6235282,,,,,unresolved,unavailable
441,Manifold: Eliminating False Positives in Multi-Agent LLM Systems Through Specification-Driven Orchestration,"Rempel, Fabio-Eric",2026,https://doi.org/10.5281/zenodo.18707310,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:orchestration,0,0.8,https://openalex.org/W7130677413,,,,,unresolved,unavailable
444,Cross-Domain Orchestration with Multi-Agent LLM Framework for Enhanced Task Automation,"Xiaonan Xu, Haoshuo Chen, Roland Ryf et al",2025,https://doi.org/10.1364/ofc.2025.m3z.10,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:orchestration,0,0.8,https://doi.org/10.1364/ofc.2025.m3z.10,,,,,unresolved,unavailable
445,AutoTestX: Dependable Test Generation with Open-Source LLMs via Multi-Agent Orchestration,"YUNGI KIM, Geunseok Yang",2025,https://doi.org/10.2139/ssrn.5818317,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:orchestration,0,0.8,https://doi.org/10.2139/ssrn.5818317,,,,,unresolved,unavailable
446,Can Large Language Models Serve as Data Analysts? A Multi-Agent Assisted Approach for Qualitative Data Analysis,"Zeeshan Rasheed, Waseem Muhammad, Aakash Ahmad et al",2025,https://doi.org/10.2139/ssrn.5149683,candidate,trend,LLM Multi-Agent Frameworks and Coordination,openalex:collaboration;openalex:software-agents,15,0.92,https://doi.org/10.2139/ssrn.5149683,,,,,unresolved,unavailable
