rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
680,AgentArch: A Comprehensive Benchmark to Evaluate Agent Architectures in Enterprise,Tara Bogavelli et al,2025,2509.10769,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:function-calling,0,0.92,https://arxiv.org/abs/2509.10769,2509.10769,papers_extra/multi-agent-triaged/0680_2509.10769,papers_extra/multi-agent-triaged/0680_2509.10769/paper.pdf,papers_extra/multi-agent-triaged/0680_2509.10769/source,present,present
681,Towards Scalable Lightweight GUI Agents via Multi-role Orchestration,Ziwei Wang et al,2026,2604.13488,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:computer-use,0,0.92,https://arxiv.org/abs/2604.13488,2604.13488,papers_extra/multi-agent-triaged/0681_2604.13488,papers_extra/multi-agent-triaged/0681_2604.13488/paper.pdf,papers_extra/multi-agent-triaged/0681_2604.13488/source,present,present
686,"Loosely-Structured Software: Engineering Context, Structure, and Evolution Entropy in Runtime-Rewired Multi-Agent Systems",Weihao Zhang et al,2026,2603.15690,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2603.15690,2603.15690,papers_extra/multi-agent-triaged/0686_2603.15690,papers_extra/multi-agent-triaged/0686_2603.15690/paper.pdf,papers_extra/multi-agent-triaged/0686_2603.15690/source,present,present
687,CODMAS: A Dialectic Multi-Agent Collaborative Framework for Structured RTL Optimization,Che-Ming Chang et al,2026,2603.17204,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:reasoning,0,0.92,https://arxiv.org/abs/2603.17204,2603.17204,papers_extra/multi-agent-triaged/0687_2603.17204,papers_extra/multi-agent-triaged/0687_2603.17204/paper.pdf,papers_extra/multi-agent-triaged/0687_2603.17204/source,present,present
688,World Craft: Agentic Framework to Create Visualizable Worlds via Text,Jianwen Sun et al,2026,2601.09150,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:generative-agents,0,0.92,https://arxiv.org/abs/2601.09150,2601.09150,papers_extra/multi-agent-triaged/0688_2601.09150,papers_extra/multi-agent-triaged/0688_2601.09150/paper.pdf,papers_extra/multi-agent-triaged/0688_2601.09150/source,present,present
689,PlayCoder: Making LLM-Generated GUI Code Playable,Zhiyuan Peng et al,2026,2604.19742,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.19742,2604.19742,papers_extra/multi-agent-triaged/0689_2604.19742,papers_extra/multi-agent-triaged/0689_2604.19742/paper.pdf,papers_extra/multi-agent-triaged/0689_2604.19742/source,present,present
690,SWE-Debate: Competitive Multi-Agent Debate for Software Issue Resolution,Han Li et al,2025,2507.23348,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:debate,0,0.92,https://arxiv.org/abs/2507.23348,2507.23348,papers_extra/multi-agent-triaged/0690_2507.23348,papers_extra/multi-agent-triaged/0690_2507.23348/paper.pdf,papers_extra/multi-agent-triaged/0690_2507.23348/source,present,present
691,Agent-E: From Autonomous Web Navigation to Foundational Design Principles in Agentic Systems,"Abuelsaad, Tamer, Akkil, Deepak, Dey, Prasenjit et al",2024,2407.13032,candidate,bridge,"Software, Web, and Computer-Use Agents",openalex:web-navigation,2,0.92,http://arxiv.org/abs/2407.13032,2407.13032,papers_extra/multi-agent-triaged/0691_2407.13032,papers_extra/multi-agent-triaged/0691_2407.13032/paper.pdf,papers_extra/multi-agent-triaged/0691_2407.13032/source,present,present
692,TraceSIR: A Multi-Agent Framework for Structured Analysis and Reporting of Agentic Execution Traces,Shu-Xun Yang et al,2026,2603.00623,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:function-calling,0,0.92,https://arxiv.org/abs/2603.00623,2603.00623,papers_extra/multi-agent-triaged/0692_2603.00623,papers_extra/multi-agent-triaged/0692_2603.00623/paper.pdf,papers_extra/multi-agent-triaged/0692_2603.00623/source,present,present
693,FunReason-MT Technical Report: Advanced Data Synthesis Solution for Real-world Multi-Turn Tool-use,Zengzhuang Xu et al,2025,2510.24645,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:function-calling,0,0.92,https://arxiv.org/abs/2510.24645,2510.24645,papers_extra/multi-agent-triaged/0693_2510.24645,papers_extra/multi-agent-triaged/0693_2510.24645/paper.pdf,papers_extra/multi-agent-triaged/0693_2510.24645/source,present,present
695,MAGIS: LLM-Based Multi-Agent Framework for GitHub Issue Resolution,"Tao, Wei, Zhou, Yucheng, Wang, Yanlin et al",2024,2403.17927,candidate,core,"Software, Web, and Computer-Use Agents",openalex:frameworks,8,0.92,http://arxiv.org/abs/2403.17927,2403.17927,papers_extra/multi-agent-triaged/0695_2403.17927,papers_extra/multi-agent-triaged/0695_2403.17927/paper.pdf,papers_extra/multi-agent-triaged/0695_2403.17927/source,present,present
698,GraphTeam: Facilitating Large Language Model-based Graph Analysis via Multi-Agent Collaboration,"Li, Xin, Chu, Qizhi, Chen, Yubin et al",2024,2410.18032,candidate,core,"Software, Web, and Computer-Use Agents",openalex:collaboration,1,0.92,http://arxiv.org/abs/2410.18032,2410.18032,papers_extra/multi-agent-triaged/0698_2410.18032,papers_extra/multi-agent-triaged/0698_2410.18032/paper.pdf,papers_extra/multi-agent-triaged/0698_2410.18032/source,present,present
699,HyperAgent: Generalist Software Engineering Agents to Solve Coding Tasks at Scale,"Phan, Huy Nhat, Nguyen, Tien N., Nguyen, Phong X. et al",2024,2409.16299,candidate,core,"Software, Web, and Computer-Use Agents",openalex:swe-benchmarks,1,0.92,http://arxiv.org/abs/2409.16299,2409.16299,papers_extra/multi-agent-triaged/0699_2409.16299,papers_extra/multi-agent-triaged/0699_2409.16299/paper.pdf,papers_extra/multi-agent-triaged/0699_2409.16299/source,present,present
701,SGAgent: Suggestion-Guided LLM-Based Multi-Agent Framework for Repository-Level Software Repair,Quanjun Zhang et al,2026,2602.23647,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.23647,2602.23647,papers_extra/multi-agent-triaged/0701_2602.23647,papers_extra/multi-agent-triaged/0701_2602.23647/paper.pdf,papers_extra/multi-agent-triaged/0701_2602.23647/source,present,present
702,MAS-on-the-Fly: Dynamic Adaptation of LLM-based Multi-Agent Systems at Test Time,Guangyi Liu et al,2026,2602.13671,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-mas,0,0.92,https://arxiv.org/abs/2602.13671,2602.13671,papers_extra/multi-agent-triaged/0702_2602.13671,papers_extra/multi-agent-triaged/0702_2602.13671/paper.pdf,papers_extra/multi-agent-triaged/0702_2602.13671/source,present,present
704,EvoConfig: Self-Evolving Multi-Agent Systems for Efficient Autonomous Environment Configuration,Xinshuai Guo et al,2026,2601.16489,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:collaboration,0,0.92,https://arxiv.org/abs/2601.16489,2601.16489,papers_extra/multi-agent-triaged/0704_2601.16489,papers_extra/multi-agent-triaged/0704_2601.16489/paper.pdf,papers_extra/multi-agent-triaged/0704_2601.16489/source,present,present
706,MARD: A Multi-Agent Framework for Robust Android Malware Detection,Xueying Zeng et al,2026,2604.25264,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.25264,2604.25264,papers_extra/multi-agent-triaged/0706_2604.25264,papers_extra/multi-agent-triaged/0706_2604.25264/paper.pdf,papers_extra/multi-agent-triaged/0706_2604.25264/source,present,present
709,AnyPoC: Universal Proof-of-Concept Test Generation for Scalable LLM-Based Bug Detection,Zijie Zhao et al,2026,2604.11950,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:agent-security;arxiv:software-agents,0,0.92,https://arxiv.org/abs/2604.11950,2604.11950,papers_extra/multi-agent-triaged/0709_2604.11950,papers_extra/multi-agent-triaged/0709_2604.11950/paper.pdf,papers_extra/multi-agent-triaged/0709_2604.11950/source,present,present
710,Infogent: An Agent-Based Framework for Web Information Aggregation,"Reddy, Revanth Gangi, Mukherjee, Sagnik, Kim, Jeonghwan et al",2024,2410.19054,candidate,bridge,"Software, Web, and Computer-Use Agents",openalex:web-navigation,1,0.92,http://arxiv.org/abs/2410.19054,2410.19054,papers_extra/multi-agent-triaged/0710_2410.19054,papers_extra/multi-agent-triaged/0710_2410.19054/paper.pdf,papers_extra/multi-agent-triaged/0710_2410.19054/source,present,present
712,GeoJSON Agents:A Multi-Agent LLM Architecture for Geospatial Analysis-Function Calling vs Code Generation,Qianqian Luo et al,2025,2509.08863,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:function-calling,0,0.9,https://arxiv.org/abs/2509.08863,2509.08863,papers_extra/multi-agent-triaged/0712_2509.08863,papers_extra/multi-agent-triaged/0712_2509.08863/paper.pdf,papers_extra/multi-agent-triaged/0712_2509.08863/source,present,present
717,Enhancing Research Idea Generation through Combinatorial Innovation and Multi-Agent Iterative Search Strategies,Shuai Chen et al,2026,2604.20548,candidate,trend,"Software, Web, and Computer-Use Agents",arxiv:llm-mas;arxiv:llm-multi-agent,0,0.92,https://arxiv.org/abs/2604.20548,2604.20548,papers_extra/multi-agent-triaged/0717_2604.20548,papers_extra/multi-agent-triaged/0717_2604.20548/paper.pdf,papers_extra/multi-agent-triaged/0717_2604.20548/source,present,present
