rank,title,authors,year,id,status,role,sub_area,source,citation_count,confidence,url,arxiv_id,artifact_path,pdf_path,source_path,pdf_status,source_status
860,Facilitating Trustworthy Human-Agent Collaboration in LLM-based Multi-Agent System oriented Software Engineering,Krishna Ronanki,2025,https://doi.org/10.1145/3696630.3728717,candidate,trend,"Safety, Security, and Reliability",openalex:llm-mas;openalex:software-agents,4,0.92,https://doi.org/10.1145/3696630.3728717,,,,,unresolved,unavailable
862,Enhancing Multi-Agent Systems via Reinforcement Learning with LLM-Based Planner and Graph-Based Policy,"Ziqi Jia, Junjie Li, Xiaoyang Qu et al",2025,https://doi.org/10.1109/icra55743.2025.11127486,candidate,trend,"Safety, Security, and Reliability",openalex:llm-mas,4,0.92,https://doi.org/10.1109/icra55743.2025.11127486,,,,,unresolved,unavailable
864,KoMA: Knowledge-Driven Multi-Agent Framework for Autonomous Driving With Large Language Models,"Kemou Jiang, Xuan Cai, Zhiyong Cui et al",2024,https://doi.org/10.1109/tiv.2024.3488793,candidate,core,"Safety, Security, and Reliability",openalex:agent-safety;openalex:collaboration;openalex:planning,15,0.92,https://doi.org/10.1109/tiv.2024.3488793,,,,,unresolved,unavailable
865,Agentic AI Modernization: Transforming Institutional Infrastructure Through Orchestrated Multi-Agent LLM Framework,Mahesh Kumar Damarched,2026,https://doi.org/10.32996/jcsts.2026.8.4.1,candidate,trend,"Safety, Security, and Reliability",openalex:frameworks;openalex:orchestration,1,0.92,https://doi.org/10.32996/jcsts.2026.8.4.1,,,,,unresolved,unavailable
866,A Conceptual Framework for LLM-based Multi-agent System in Construction Management,"Alok Rawat Alok Rawat, Emlyn Witt Emlyn Witt, Irene Lill Irene Lill",2025,https://doi.org/10.35490/ec3.2025.218,candidate,trend,"Safety, Security, and Reliability",openalex:frameworks;openalex:llm-mas,1,0.92,https://doi.org/10.35490/ec3.2025.218,,,,,unresolved,unavailable
871,CurriculumPT: LLM-Based Multi-Agent Autonomous Penetration Testing with Curriculum-Guided Task Scheduling,"Xingyu Wu, Yunzhe Tian, Yuanwan Chen et al",2025,https://doi.org/10.3390/app15169096,candidate,trend,"Safety, Security, and Reliability",openalex:cybersecurity,4,0.92,https://doi.org/10.3390/app15169096,,,,,unresolved,unavailable
880,Policy Convergence and Explainable Stability in Orchestrated Multi-Agent LLM Trading Frameworks,Shourya Dewansh,2026,https://doi.org/10.22161/ijaems.122.8,candidate,trend,"Safety, Security, and Reliability",openalex:orchestration,0,0.92,https://doi.org/10.22161/ijaems.122.8,,,,,unresolved,unavailable
882,Development of a Large Language Model-based Multi-Agent Clinical Decision Support System for Korean Triage and Acuity Scale (KTAS)-Based Triage and Treatment Planning in Emergency Departments,"Seungjun Han, Wongyung Choi",2025,2025.51187,candidate,trend,"Safety, Security, and Reliability",openalex:medical-agents;openalex:orchestration;openalex:planning,8,0.92,https://doi.org/10.54364/aaiml.2025.51187,,,,,unresolved,unavailable
883,LLM-Based Multi-Agent Framework for Troubleshooting Distributed Systems,"Mario De Jesus, Perfect Sylvester, William Clifford et al",2025,2025.00024,candidate,trend,"Safety, Security, and Reliability",openalex:frameworks;openalex:llm-mas,2,0.92,https://doi.org/10.1109/cloud-summit64795.2025.00024,,,,,unresolved,unavailable
884,FedLMA: A Federated Learning Framework Integrating LLM-Based Multi-Agent Reasoning With Knowledge Distillation,"Jinlong Wang, Yunting Wu, Xiaoyun Xiong et al",2025,https://doi.org/10.1109/tce.2025.3608003,candidate,trend,"Safety, Security, and Reliability",openalex:frameworks;openalex:reasoning,1,0.92,https://doi.org/10.1109/tce.2025.3608003,,,,,unresolved,unavailable
